,Unnamed: 0,fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
5053,5053,1011,1320710400000,0.0,100.54,8.02,16.29,10.63,10.63,24.67,9.86,14.8,16.35,2.09,2.78,1.37,1.41,4.51,6.02,3.19,2.82,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5054,5054,1011,1321315200000,7.94,99.9,13.0,19.5,17.99,17.99,25.53,14.18,11.34,19.46,2.29,3.39,1.73,1.66,5.06,6.0,3.58,2.42,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5055,5055,1011,1321920000000,8.02,100.17,12.23,19.77,17.06,17.06,26.07,13.47,12.6,19.76,2.5,3.37,1.57,1.8,5.33,6.39,4.31,2.08,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5057,5057,1011,1323129600000,8.68,100.11,11.48,16.98,15.95,15.95,22.23,11.96,10.27,16.96,1.97,2.68,1.37,1.31,3.94,5.37,2.62,2.76,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5058,5058,1011,1323734400000,0.0,101.31,6.79,11.25,8.26,8.26,19.25,6.02,13.24,10.43,1.57,2.29,0.85,1.44,2.66,4.42,1.4,3.02,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5063,5063,1011,1326758400000,7.67,100.48,9.21,13.73,12.56,12.56,19.87,7.45,12.42,13.68,2.77,3.97,1.86,2.11,5.57,7.49,4.1,3.39,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5064,5064,1011,1327363200000,0.04,100.58,6.63,12.23,7.86,7.87,19.42,6.87,12.56,11.96,1.5,2.39,0.67,1.72,3.37,6.29,0.92,5.37,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5066,5066,1011,1328572800000,0.0,100.54,6.22,10.55,6.96,6.96,16.21,6.87,9.34,10.03,1.63,2.33,1.19,1.15,2.84,4.03,1.69,2.33,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5068,5068,1011,1329782400000,0.07,100.57,7.66,12.1,9.78,9.78,18.42,5.84,12.58,12.12,2.26,3.02,1.25,1.77,4.61,5.77,3.22,2.54,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5069,5069,1011,1330387200000,4.56,100.88,11.05,16.82,15.53,15.53,22.72,11.82,10.9,16.84,1.9,2.44,1.27,1.17,4.07,5.12,2.73,2.39,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5071,5071,1011,1331596800000,2.63,100.77,11.86,18.09,16.72,16.72,22.17,14.49,7.68,17.76,1.51,1.97,0.93,1.04,3.29,4.73,1.75,2.98,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5072,5072,1011,1332201600000,0.0,100.28,11.83,20.61,16.64,16.64,26.99,15.56,11.44,20.57,2.41,4.09,1.26,2.83,5.21,7.1,2.74,4.36,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5073,5073,1011,1332806400000,0.0,100.42,10.37,19.11,14.56,14.56,27.73,12.11,15.61,19.02,1.9,2.19,1.69,0.5,4.31,6.29,2.52,3.77,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5074,5074,1011,1333411200000,6.67,99.79,13.12,21.91,18.17,18.17,27.76,17.04,10.73,21.59,1.27,2.01,0.32,1.69,2.68,5.7,0.42,5.28,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5076,5076,1011,1334620800000,8.36,100.41,12.53,21.48,17.48,17.48,26.53,17.49,9.04,21.15,1.22,1.86,0.8,1.06,2.48,3.67,1.54,2.13,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5077,5077,1011,1335225600000,0.0,99.98,6.04,13.04,6.23,6.24,20.73,4.33,16.41,13.11,2.67,4.05,1.65,2.4,5.6,6.75,3.62,3.13,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5078,5078,1011,1335830400000,0.0,100.24,12.74,25.12,17.77,17.77,32.79,18.44,14.35,25.11,1.47,2.04,0.79,1.25,3.49,6.09,1.19,4.9,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5079,5079,1011,1336435200000,4.8,99.66,13.64,24.35,18.75,18.75,30.98,18.6,12.38,23.93,1.17,1.45,0.7,0.75,2.09,3.81,1.08,2.73,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5080,5080,1011,1337040000000,0.12,99.95,12.59,21.83,17.55,17.55,27.75,15.92,11.83,21.77,1.45,1.89,0.61,1.28,2.81,4.02,0.96,3.06,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5081,5081,1011,1337644800000,0.44,99.72,12.53,22.04,17.44,17.44,27.92,16.75,11.16,22.11,1.74,2.54,1.25,1.29,3.68,4.54,2.02,2.51,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5082,5082,1011,1338249600000,1.23,99.5,14.24,26.72,19.41,19.41,33.94,20.04,13.9,26.78,2.3,3.65,1.42,2.23,4.54,6.02,3.01,3.01,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5084,5084,1011,1339459200000,0.25,99.97,16.89,24.74,22.27,22.27,29.09,21.8,7.28,24.75,2.09,2.82,1.41,1.42,4.28,4.77,3.16,1.62,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5085,5085,1011,1340064000000,0.0,100.35,10.95,24.6,15.37,15.38,32.91,16.92,15.99,24.7,1.83,2.26,1.3,0.95,3.95,6.13,1.98,4.15,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5086,5086,1011,1340668800000,0.0,99.08,13.21,28.2,18.0,18.0,36.35,20.77,15.58,28.38,2.9,4.42,1.67,2.75,5.97,7.7,4.07,3.63,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5087,5087,1011,1341273600000,13.64,100.07,16.56,29.42,21.91,21.91,36.12,23.68,12.45,29.43,1.1,1.56,0.47,1.09,2.23,3.81,0.75,3.06,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5088,5088,1011,1341878400000,4.92,100.01,16.48,26.71,21.87,21.87,32.29,21.84,10.45,26.89,1.39,2.34,0.91,1.43,2.93,4.01,1.84,2.18,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5094,5094,1011,1345507200000,2.14,100.02,13.05,24.47,18.05,18.05,31.41,18.82,12.59,24.24,1.18,1.7,0.71,0.99,2.43,4.19,1.06,3.13,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5095,5095,1011,1346112000000,4.12,99.64,17.13,27.37,22.45,22.45,34.14,22.82,11.33,27.5,2.76,3.74,2.03,1.71,5.24,6.18,4.28,1.9,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5097,5097,1011,1347321600000,0.01,100.57,10.94,21.99,15.43,15.43,28.98,15.31,13.67,21.98,2.06,2.81,1.33,1.49,4.73,6.19,2.08,4.11,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5098,5098,1011,1347926400000,6.7,99.4,15.32,23.17,20.51,20.51,27.14,18.51,8.64,23.15,2.71,3.37,1.49,1.88,5.41,6.99,4.18,2.81,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5100,5100,1011,1349136000000,0.31,99.52,11.78,19.12,16.45,16.45,23.94,15.71,8.23,19.14,1.67,2.6,1.05,1.55,3.57,4.27,2.65,1.63,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5101,5101,1011,1349740800000,0.0,100.26,8.42,17.0,11.39,11.39,24.54,10.49,14.05,16.03,1.33,2.03,0.49,1.54,2.3,3.84,0.85,2.99,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5102,5102,1011,1350345600000,0.01,99.82,6.89,16.48,8.27,8.28,23.29,9.35,13.95,15.88,1.56,2.47,1.11,1.37,3.11,4.96,1.76,3.19,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5107,5107,1011,1353369600000,0.01,100.46,6.95,12.18,8.6,8.6,19.33,8.19,11.13,11.47,1.57,2.26,0.99,1.27,3.07,5.87,1.48,4.39,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5108,5108,1011,1353974400000,10.5,100.58,8.56,12.06,11.52,11.52,16.04,7.04,9.0,11.99,1.64,2.85,0.54,2.31,3.46,5.39,0.93,4.45,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5109,5109,1011,1354579200000,0.05,100.84,9.07,16.02,12.64,12.64,24.32,10.0,14.33,15.71,1.83,2.12,1.33,0.79,3.78,4.72,1.92,2.8,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5111,5111,1011,1355788800000,0.24,99.93,5.99,10.55,6.04,6.05,16.52,5.2,11.33,9.85,1.86,2.5,0.9,1.6,3.7,5.31,1.79,3.53,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5113,5113,1011,1356998400000,10.45,100.07,9.47,13.58,12.81,12.81,19.75,7.5,12.24,13.55,2.04,3.44,1.28,2.16,4.27,6.06,3.51,2.55,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5114,5114,1011,1357603200000,0.0,100.9,6.37,9.17,6.97,6.98,15.83,3.21,12.62,9.17,1.99,2.23,1.57,0.66,4.09,5.31,2.49,2.81,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5120,5120,1011,1361232000000,8.72,100.33,5.91,9.28,5.9,5.9,16.57,1.96,14.61,9.22,2.92,4.12,1.47,2.65,5.91,7.55,2.9,4.65,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5124,5124,1011,1363651200000,1.73,100.08,7.41,14.39,9.1,9.1,20.94,9.24,11.7,14.4,2.34,3.81,1.49,2.32,4.63,6.76,2.23,4.53,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5126,5126,1011,1364860800000,0.0,100.36,7.93,16.0,10.47,10.47,23.9,8.85,15.05,15.6,1.63,2.65,0.27,2.39,3.28,5.3,0.59,4.71,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5127,5127,1011,1365465600000,0.0,100.34,11.37,19.51,15.95,15.95,26.82,12.55,14.27,19.48,2.11,2.79,1.55,1.24,4.77,6.32,2.41,3.92,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5128,5128,1011,1366070400000,0.0,100.44,14.35,22.75,19.65,19.65,29.22,17.51,11.71,22.77,2.16,2.59,1.58,1.01,4.41,5.76,3.57,2.19,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5129,5129,1011,1366675200000,0.0,100.46,9.39,16.8,12.95,12.95,23.67,11.0,12.67,16.86,2.07,2.94,1.47,1.47,4.4,6.02,2.71,3.3,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5130,5130,1011,1367280000000,0.03,99.96,12.27,20.94,17.08,17.08,27.46,13.9,13.57,20.96,1.67,2.54,1.43,1.1,3.59,5.69,2.2,3.5,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5131,5131,1011,1367884800000,0.16,99.96,8.58,15.41,11.64,11.64,21.64,10.22,11.41,15.17,1.96,2.44,1.3,1.15,3.68,5.09,2.84,2.24,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5133,5133,1011,1369094400000,0.0,99.95,15.31,24.59,20.65,20.66,30.47,18.99,11.47,24.6,1.4,2.07,0.58,1.5,3.33,5.15,0.93,4.22,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5134,5134,1011,1369699200000,0.03,100.42,12.42,22.98,17.41,17.41,30.07,16.92,13.16,22.95,1.93,2.9,1.06,1.84,4.23,6.5,1.52,4.98,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5138,5138,1011,1372118400000,2.48,100.34,15.73,26.9,21.14,21.14,32.86,21.12,11.74,27.0,1.07,1.77,0.38,1.39,2.45,4.74,0.64,4.1,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5139,5139,1011,1372723200000,3.8,99.94,14.77,25.73,20.04,20.04,32.4,19.68,12.72,25.85,1.49,2.01,1.24,0.78,3.33,4.15,2.1,2.05,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5140,5140,1011,1373328000000,0.83,100.44,16.94,26.76,22.35,22.35,32.46,21.36,11.09,26.79,1.09,1.36,0.82,0.54,2.41,4.11,1.3,2.81,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5141,5141,1011,1373932800000,0.11,100.75,16.69,25.91,22.2,22.2,31.14,21.91,9.23,25.93,2.26,3.41,1.32,2.09,4.63,5.79,3.94,1.85,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5149,5149,1011,1378771200000,0.01,100.48,15.85,25.93,21.31,21.31,32.08,21.35,10.73,26.07,1.89,2.68,1.31,1.37,4.18,5.11,2.74,2.37,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5150,5150,1011,1379376000000,0.06,100.33,14.16,24.88,19.41,19.41,32.33,18.51,13.81,25.09,2.25,2.93,1.47,1.45,4.41,5.38,2.52,2.86,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5151,5151,1011,1379980800000,8.39,99.66,15.73,23.72,21.04,21.04,29.95,20.13,9.82,23.89,2.24,2.83,1.6,1.24,4.12,5.28,2.62,2.66,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5152,5152,1011,1380585600000,0.06,100.27,12.21,22.58,17.1,17.1,30.02,16.61,13.41,22.76,1.56,2.04,0.99,1.05,3.36,4.91,1.64,3.27,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5153,5153,1011,1381190400000,0.0,100.01,10.87,19.84,15.03,15.03,27.25,12.64,14.61,20.01,1.92,3.03,1.33,1.7,4.01,5.14,2.96,2.18,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5154,5154,1011,1381795200000,0.0,100.2,11.21,20.75,15.79,15.79,28.13,15.75,12.39,20.93,1.34,2.27,0.59,1.68,3.08,4.46,0.85,3.61,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5155,5155,1011,1382400000000,0.04,99.83,8.79,17.71,11.93,11.94,24.44,12.89,11.55,17.37,1.45,2.12,0.4,1.72,3.09,5.84,0.64,5.19,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,0
5159,5159,1011,1384819200000,0.01,100.33,4.39,11.02,1.9,1.94,18.72,5.71,13.01,11.02,1.84,2.96,1.09,1.87,4.14,5.62,1.61,4.01,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
5161,5161,1011,1386028800000,4.73,99.49,10.43,15.35,14.46,14.46,21.47,11.54,9.93,15.3,2.1,3.22,1.6,1.62,4.79,5.99,3.52,2.48,36.675916,-88.97202,113,0.0323,0.3591,0.5407,0.0676,0.0003,0.0,0.0,0.0,0.1525,0.1378,0.1543,0.164,0.3914,0.0,0,4.286900043,2.424924374,13.91215324,77.80096436,1.575055003,79.37602234,1,1,1,1,1,1,1,1
