date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
03/04/2012,0.25,99.75,12.36,21.18,17.21,17.22,28.07,15.77,12.3,20.96,1.28,1.82,0.6,1.22,2.82,5.43,0.94,4.49,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
10/04/2012,0.79,100.22,9.48,17.77,12.99,13.0,25.38,10.53,14.85,17.25,1.59,2.22,0.29,1.93,3.33,4.73,0.37,4.36,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
17/04/2012,13.18,100.51,11.06,17.1,15.55,15.55,20.86,13.8,7.06,17.07,1.76,2.61,0.69,1.92,3.32,4.76,1.54,3.21,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
24/04/2012,0.0,99.93,6.55,12.93,7.38,7.38,20.78,4.68,16.1,12.98,2.04,2.7,1.38,1.32,4.75,6.73,2.79,3.94,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
01/05/2012,0.0,100.17,13.99,23.9,19.21,19.21,30.47,18.15,12.32,23.86,1.3,1.97,0.34,1.63,3.4,5.93,0.51,5.42,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
08/05/2012,7.12,99.63,14.05,23.16,19.17,19.17,29.8,16.95,12.85,23.13,1.02,1.35,0.42,0.92,2.45,3.97,0.76,3.21,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
15/05/2012,0.14,99.95,12.21,21.1,17.04,17.04,26.87,15.5,11.38,20.65,1.25,1.73,0.57,1.16,2.51,4.12,0.87,3.25,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
29/05/2012,3.11,99.56,14.87,26.94,20.12,20.12,33.09,19.92,13.17,26.3,1.22,1.71,0.41,1.3,2.57,3.69,0.5,3.19,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
05/06/2012,1.29,99.17,15.16,25.82,20.36,20.36,32.24,20.46,11.78,25.67,1.21,1.81,0.48,1.33,2.79,4.77,0.66,4.12,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
12/06/2012,2.02,100.01,16.58,24.22,21.96,21.96,27.93,20.7,7.23,24.22,1.7,2.59,1.06,1.53,4.03,4.69,3.0,1.69,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
19/06/2012,0.0,100.29,12.37,25.96,17.24,17.24,33.97,18.59,15.39,25.99,1.47,1.85,0.72,1.13,3.47,5.29,1.32,3.97,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
10/07/2012,7.5,99.93,14.98,27.47,20.27,20.27,35.04,21.72,13.31,27.5,1.33,2.47,0.67,1.79,2.74,4.34,1.21,3.13,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
07/08/2012,4.0,99.82,16.86,28.02,22.19,22.19,34.55,22.43,12.11,27.98,1.15,1.53,0.8,0.73,2.61,4.0,1.41,2.59,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
14/08/2012,2.48,99.71,16.65,26.82,21.94,21.94,33.63,20.74,12.89,26.75,1.62,2.05,1.08,0.97,3.62,4.66,2.54,2.11,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
21/08/2012,0.0,100.08,10.72,22.2,15.0,15.0,30.74,15.44,15.31,22.07,1.49,1.95,0.76,1.18,3.66,5.66,1.09,4.57,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
28/08/2012,6.1,99.66,16.59,26.53,21.85,21.85,32.42,21.84,10.58,26.57,2.34,3.11,1.87,1.24,4.74,5.67,3.79,1.88,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
11/09/2012,0.0,100.54,11.01,21.74,15.49,15.49,28.97,14.96,14.01,21.25,1.63,1.85,1.18,0.66,3.29,4.86,1.93,2.94,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
18/09/2012,12.18,99.44,13.84,21.03,18.82,18.82,25.29,14.63,10.66,21.0,2.06,2.8,1.52,1.29,4.34,6.13,2.89,3.24,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
25/09/2012,0.0,100.46,8.8,18.84,11.85,11.85,28.4,11.51,16.89,18.79,1.41,1.99,0.62,1.37,3.66,5.6,0.87,4.74,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
09/10/2012,0.0,100.28,6.96,13.22,8.53,8.54,21.47,5.75,15.72,12.65,1.31,2.32,0.29,2.02,2.62,4.08,0.42,3.67,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
16/10/2012,0.0,99.83,8.09,15.82,10.62,10.62,23.57,8.69,14.88,15.46,1.2,1.51,0.42,1.09,2.94,4.95,0.67,4.27,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
23/10/2012,0.0,100.33,8.15,16.83,10.86,10.86,25.81,10.33,15.48,16.31,1.64,2.56,0.73,1.84,3.68,6.07,1.01,5.05,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
06/11/2012,1.09,99.94,6.37,9.16,7.24,7.24,13.42,6.61,6.81,9.12,1.44,2.07,0.88,1.19,3.1,4.17,2.13,2.05,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
20/11/2012,0.03,100.48,6.38,12.22,7.33,7.33,20.27,7.74,12.53,11.21,1.2,2.26,0.28,1.97,2.55,5.37,0.36,5.0,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
27/11/2012,5.87,100.64,7.12,9.14,8.49,8.5,12.96,1.19,11.77,9.06,1.66,2.48,0.76,1.72,3.81,4.88,1.67,3.2,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
04/12/2012,7.53,100.73,10.35,15.94,14.58,14.58,21.46,12.26,9.2,15.92,1.63,2.23,1.33,0.9,4.15,5.0,2.6,2.39,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
08/01/2013,0.02,100.81,6.09,8.36,6.31,6.31,15.76,2.06,13.69,8.39,1.69,2.14,1.16,0.98,3.99,5.4,2.1,3.3,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
05/02/2013,0.7,100.06,7.52,10.74,9.57,9.57,16.26,5.69,10.57,10.24,1.25,1.62,0.81,0.81,2.69,4.66,1.72,2.94,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
12/03/2013,0.0,100.35,4.6,6.75,2.53,2.54,14.45,0.54,13.91,6.76,2.1,2.93,1.4,1.52,4.55,6.5,3.04,3.47,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
19/03/2013,0.42,100.23,5.68,11.27,5.5,5.51,18.12,5.36,12.76,11.27,2.23,2.89,1.67,1.22,4.67,6.23,3.34,2.89,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
09/04/2013,0.0,100.18,12.16,20.49,16.99,16.99,26.7,14.74,11.96,20.5,2.23,3.18,1.63,1.55,4.96,6.3,2.93,3.37,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
16/04/2013,0.14,100.3,14.75,22.94,20.08,20.08,28.85,17.99,10.86,22.96,2.09,2.74,1.27,1.47,4.71,5.66,3.71,1.95,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
23/04/2013,0.0,100.3,10.19,17.74,14.21,14.21,23.52,11.45,12.06,17.77,2.27,2.82,1.76,1.06,4.82,6.16,3.41,2.75,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
30/04/2013,0.03,99.88,11.52,20.02,15.99,15.99,27.06,11.76,15.3,19.96,1.59,2.14,1.02,1.12,3.7,6.06,1.69,4.36,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
07/05/2013,0.15,99.95,8.6,15.77,11.63,11.63,21.67,8.9,12.77,14.94,1.23,1.71,0.87,0.83,2.47,4.21,1.47,2.74,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
14/05/2013,0.0,100.6,9.72,18.63,13.37,13.37,26.51,9.93,16.58,18.31,1.79,2.06,0.87,1.19,4.14,6.61,1.33,5.28,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
21/05/2013,1.26,99.84,15.31,24.45,20.63,20.63,30.2,18.91,11.29,24.46,1.53,2.03,1.11,0.92,3.75,5.51,1.98,3.53,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
28/05/2013,0.0,100.3,13.62,23.32,18.8,18.8,29.12,16.97,12.15,23.31,1.82,2.8,1.07,1.73,4.23,5.35,1.74,3.61,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
25/06/2013,0.74,100.28,16.75,25.2,22.15,22.15,29.3,21.06,8.24,25.03,1.45,1.91,1.01,0.9,3.24,4.65,2.08,2.58,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
30/07/2013,1.05,100.41,15.5,26.65,20.77,20.77,34.24,18.23,16.01,26.55,1.13,1.61,0.53,1.08,2.67,4.92,0.91,4.01,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
20/08/2013,1.6,100.23,17.12,25.74,22.5,22.5,30.98,21.45,9.53,25.72,1.27,1.68,0.99,0.69,2.96,4.33,1.68,2.64,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
03/09/2013,2.56,99.77,16.67,26.48,21.97,21.97,33.18,20.77,12.41,26.45,1.29,1.61,0.88,0.73,3.25,5.31,1.82,3.49,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
10/09/2013,0.15,100.43,16.4,26.3,21.85,21.85,32.48,21.68,10.8,26.3,1.41,1.79,1.09,0.7,3.51,4.88,2.0,2.88,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
17/09/2013,0.0,100.31,12.69,23.78,17.6,17.61,32.24,16.09,16.15,23.83,1.59,2.36,1.16,1.2,3.72,5.83,1.69,4.14,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
24/09/2013,10.68,99.56,15.57,22.49,20.81,20.81,27.27,18.89,8.38,22.53,1.63,2.13,1.2,0.93,3.53,5.15,2.18,2.97,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
01/10/2013,0.94,100.21,13.02,22.49,18.11,18.11,29.58,16.7,12.88,22.27,1.35,1.8,0.55,1.25,3.09,4.86,1.0,3.87,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
08/10/2013,0.01,100.08,9.75,17.9,13.26,13.26,25.96,9.68,16.28,17.92,1.74,2.24,1.02,1.22,3.83,5.21,2.37,2.85,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
15/10/2013,0.01,100.19,11.33,19.92,15.95,15.95,25.87,15.69,10.19,19.87,1.22,2.08,0.45,1.63,2.97,4.67,0.65,4.03,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
29/10/2013,0.08,100.79,9.92,17.95,13.97,13.97,25.53,12.24,13.28,17.79,1.42,1.75,0.87,0.88,3.56,5.32,1.39,3.93,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
05/11/2013,0.0,100.98,6.04,13.3,6.25,6.26,19.97,8.24,11.73,13.3,2.27,2.86,1.41,1.44,5.04,6.51,3.75,2.77,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
03/12/2013,1.02,99.29,10.21,15.09,14.05,14.05,20.83,10.21,10.62,15.11,1.91,2.68,1.28,1.4,4.6,6.07,2.74,3.33,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
17/12/2013,0.0,100.78,5.31,6.7,4.57,4.57,15.47,0.15,15.32,6.7,1.91,2.78,1.17,1.61,4.68,6.89,1.66,5.23,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
14/01/2014,0.41,99.99,5.47,8.23,4.9,4.91,14.64,4.54,10.1,8.07,1.84,2.41,0.94,1.47,4.01,6.42,1.53,4.88,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
18/02/2014,0.12,100.34,8.63,12.88,11.4,11.4,17.88,5.86,12.02,12.87,2.08,2.72,1.74,0.98,4.67,6.11,2.72,3.39,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
25/02/2014,1.39,100.16,5.94,9.09,6.17,6.17,13.89,4.42,9.47,8.29,1.25,1.92,0.58,1.34,2.31,4.33,0.96,3.37,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
11/03/2014,4.32,99.37,10.5,15.91,14.49,14.49,22.99,9.13,13.86,15.85,1.61,2.19,0.87,1.32,3.79,4.87,1.61,3.26,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
01/04/2014,0.04,100.31,9.03,16.26,12.41,12.41,23.99,8.87,15.12,16.26,1.74,2.45,0.78,1.67,4.44,6.69,1.23,5.46,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
08/04/2014,2.4,99.54,6.7,11.51,7.78,7.78,18.27,6.09,12.18,11.55,1.55,2.27,1.08,1.2,3.19,4.94,1.93,3.0,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
22/04/2014,4.7,99.68,11.73,17.91,16.39,16.39,22.05,14.76,7.29,17.81,1.22,1.75,0.9,0.86,2.99,4.68,1.67,3.01,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
06/05/2014,0.0,99.89,11.38,20.2,15.93,15.93,27.38,13.27,14.11,20.2,1.68,2.23,1.16,1.07,4.22,6.21,1.82,4.39,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
13/05/2014,0.63,100.24,15.04,24.17,20.41,20.41,29.38,19.15,10.23,24.09,1.67,2.42,1.13,1.29,3.81,5.22,2.2,3.03,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
20/05/2014,0.0,100.55,12.42,21.66,17.39,17.39,28.02,14.68,13.34,21.67,1.82,2.63,1.21,1.42,4.41,6.42,1.91,4.51,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
27/05/2014,1.39,100.24,15.19,23.38,20.6,20.6,27.66,19.69,7.97,23.38,1.61,2.3,1.15,1.15,3.95,5.58,1.86,3.72,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
17/06/2014,0.29,100.41,16.12,27.2,21.56,21.56,32.76,21.04,11.72,26.73,1.06,1.7,0.44,1.26,2.19,4.38,0.62,3.76,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
